序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2689,603577,汇金通,10.66,-1.39,-0.15,94126.0,101757130.0,3.7,11.03,10.63,10.76,10.81,0.74,2.78,35.09,1.84,3615222806.0,3615222806.0,-0.47,-0.28,1.91,1.33
2690,601005,重庆钢铁,1.42,-1.39,-0.02,1151403.0,165450654.0,2.78,1.46,1.42,1.43,1.44,0.85,1.38,-4.62,0.9,12569504549.0,11805363925.0,-0.7,0.0,-3.4,-2.74
2691,000850,华茂股份,4.94,-1.4,-0.07,72074.0,36090525.74,2.79,5.08,4.94,5.02,5.01,0.72,0.76,20.37,1.02,4661705144.0,4660380582.0,-0.2,0.0,-8.01,-9.69
2692,603663,三祥新材,40.98,-1.4,-0.58,43897.0,181083940.0,3.37,42.0,40.6,41.73,41.56,0.57,1.04,166.89,13.12,17346823755.0,17327153355.0,-0.49,0.1,16.06,15.93
2693,688203,海正生材,11.95,-1.4,-0.17,18097.0,21842301.0,3.55,12.3,11.87,12.2,12.12,0.94,0.89,262.88,1.64,2422002913.0,2422002913.0,0.5,0.08,-7.29,-6.49
2694,600029,南方航空,5.65,-1.4,-0.08,1036099.0,593461995.0,3.66,5.84,5.63,5.74,5.73,0.71,0.77,119.47,2.88,102383222312.0,76144637522.0,-0.35,0.18,-25.56,-29.46
2695,603192,汇得科技,23.22,-1.4,-0.33,9357.0,22012777.0,2.51,23.81,23.22,23.49,23.55,0.79,0.67,38.28,2.06,3886133589.0,3237018164.0,-0.21,-0.26,-3.89,-11.51
2696,601096,宏盛华源,5.62,-1.4,-0.08,279486.0,158676238.0,2.98,5.78,5.61,5.7,5.7,0.71,1.7,39.84,3.28,15034371595.0,9233528160.0,0.0,-0.18,32.86,35.42
2697,600273,嘉化能源,9.13,-1.4,-0.13,139246.0,128183463.0,2.16,9.31,9.11,9.27,9.26,0.66,1.03,11.29,1.23,12388310036.0,12388310036.0,-0.22,0.0,8.95,4.46
2698,000812,陕西金叶,4.23,-1.4,-0.06,187214.0,80304923.22,2.33,4.33,4.23,4.27,4.29,1.0,2.44,206.59,1.81,3251569757.0,3249320903.0,0.0,0.0,-17.54,-11.51
2699,688378,奥来德,34.53,-1.4,-0.49,32044.0,111180942.0,2.97,35.2,34.16,35.1,35.02,0.82,1.33,112.26,5.02,9027010913.0,8320368517.0,-0.12,-0.17,19.69,26.48
2700,002078,太阳纸业,14.83,-1.4,-0.21,155404.0,231825557.26,3.66,15.28,14.73,15.08,15.04,0.82,0.56,12.72,1.36,41442955815.0,41188770638.0,0.41,0.27,-6.96,-5.84
2701,603331,百达精工,14.8,-1.4,-0.21,55867.0,83520218.0,2.53,15.16,14.78,15.01,15.01,0.7,2.76,37.56,2.26,2992199413.0,2992199413.0,-0.74,-0.07,13.85,3.86
2702,603217,元利科技,24.47,-1.41,-0.35,49324.0,123976578.0,7.17,26.25,24.47,25.06,24.82,1.26,2.37,25.05,1.52,5091903572.0,5091903572.0,-0.49,-0.49,-2.67,-4.49
2703,300415,伊之密,23.74,-1.41,-0.34,44544.0,106578102.6,2.2,24.23,23.7,24.1,24.08,0.72,0.98,14.79,3.57,11123663874.0,10756407380.0,-0.04,0.08,-8.34,-8.9
2704,002847,盐津铺子,59.37,-1.41,-0.85,16568.0,99268111.9,2.76,60.91,59.25,60.44,60.22,0.83,0.68,20.08,7.58,16190773642.0,14476823071.0,-0.02,0.03,-15.56,-13.09
2705,300942,易瑞生物,8.4,-1.41,-0.12,53605.0,45653541.0,3.4,8.65,8.36,8.52,8.52,1.04,1.32,141.59,4.02,3402577618.0,3402577618.0,0.24,0.36,-15.15,-10.73
2706,301539,宏鑫科技,18.9,-1.41,-0.27,12742.0,24336859.0,2.92,19.4,18.84,19.2,19.17,0.92,1.7,48.1,3.43,2797200000.0,1418668001.0,-0.16,0.0,-10.81,-9.57
2707,002009,天奇股份,23.85,-1.41,-0.34,158000.0,381066614.99,3.02,24.55,23.82,24.18,24.19,0.74,4.46,107.07,4.79,9593261987.0,8445823271.0,-0.13,0.0,35.51,5.44
2708,300580,贝斯特,22.4,-1.41,-0.32,107936.0,243374960.8,5.02,23.07,21.93,22.44,22.72,1.35,2.28,40.47,3.42,11252029869.0,10586071373.0,0.0,0.0,-9.05,-14.8
2709,603220,中贝通信,25.09,-1.41,-0.36,254906.0,651311820.0,5.27,26.33,24.99,25.65,25.45,0.87,5.87,118.68,5.47,13456926033.0,10895592131.0,-0.04,0.08,17.41,17.79
2710,688338,赛科希德,29.45,-1.41,-0.42,8251.0,24590922.0,3.55,30.41,29.35,29.95,29.87,0.66,0.78,35.87,1.81,3125893680.0,3125893680.0,0.0,0.07,11.85,13.79
2711,600791,京能置业,9.7,-1.42,-0.14,176497.0,173482046.0,4.57,10.05,9.6,9.84,9.84,0.7,3.9,-12.3,11.13,4392936000.0,4387442851.0,-0.41,0.0,100.41,107.26
2712,688169,石头科技,119.98,-1.42,-1.73,23074.0,279313841.0,2.63,123.0,119.8,122.0,121.71,1.05,0.89,22.86,2.22,31087582033.0,31087582033.0,0.03,0.08,-22.03,-21.1
2713,603012,创力集团,7.61,-1.42,-0.11,130832.0,99675188.0,3.89,7.78,7.48,7.67,7.72,0.79,2.02,41.92,1.29,4919865000.0,4919865000.0,0.26,0.26,29.2,25.99
2714,301575,艾芬达,44.57,-1.42,-0.64,4035.0,18215383.7,2.57,45.73,44.57,45.16,45.21,0.98,2.32,30.05,2.81,3862881900.0,775898450.0,-0.04,-0.11,-9.58,-12.98
2715,600340,华夏幸福,1.39,-1.42,-0.02,840869.0,117973574.0,3.55,1.43,1.38,1.4,1.41,0.95,2.16,-0.42,-1.14,5440071275.0,5411763536.0,0.0,0.72,-39.3,-36.53
2716,301225,恒勃股份,100.4,-1.42,-1.45,33022.0,336371363.0,6.49,105.31,98.7,103.89,101.85,1.69,11.05,82.66,6.77,10379352000.0,3000152800.0,-0.61,-0.03,-8.54,-39.34
2717,603329,上海雅仕,10.45,-1.42,-0.15,18797.0,19859476.0,3.3,10.75,10.4,10.65,10.6,0.74,0.91,75.84,1.94,2613034779.0,2156702904.0,0.29,0.1,-6.95,-5.0
2718,301356,天振股份,21.57,-1.42,-0.31,11345.0,24692468.0,2.47,22.07,21.53,22.07,21.88,0.62,2.07,40.99,1.55,4659120000.0,1182251700.0,0.0,-0.28,-0.14,1.79
2719,600651,飞乐音响,6.94,-1.42,-0.1,169242.0,118929253.0,2.98,7.15,6.94,7.05,7.04,0.71,0.68,316.16,6.91,17398774424.0,17398774424.0,-0.29,-0.29,-4.41,-4.8
2720,603139,康惠股份,26.42,-1.42,-0.38,19178.0,51526065.0,3.99,27.45,26.38,26.79,26.8,0.53,1.92,-14.94,3.64,2638829600.0,2638829600.0,-0.11,-0.23,27.02,29.07
2721,920895,花溪科技,15.96,-1.42,-0.23,4829.0,7803891.18,3.83,16.49,15.87,16.49,16.19,0.86,1.68,-217.86,4.65,902123040.0,458640924.0,0.06,0.5,-25.42,-21.99
2722,002601,龙佰集团,17.41,-1.42,-0.25,162267.0,284748309.67,2.15,17.78,17.4,17.66,17.66,0.72,0.82,18.59,1.77,41509758655.0,34604164504.0,-0.17,0.0,-8.66,-11.08
2723,603848,好太太,15.25,-1.42,-0.22,15752.0,24384988.0,3.23,15.72,15.22,15.47,15.47,0.79,0.39,32.14,2.45,6136699293.0,6136699293.0,0.0,0.0,-18.05,-16.53
2724,002899,英派斯,28.39,-1.42,-0.41,26016.0,74792679.9,3.26,29.24,28.3,28.53,28.8,0.89,1.76,62.01,2.41,4195956149.0,4195956149.0,0.0,-0.53,8.9,3.73
2725,001206,依依股份,20.84,-1.42,-0.3,20724.0,43792730.46,2.98,21.46,20.83,21.16,21.14,0.78,1.95,18.44,2.06,3853186959.0,2215614207.0,0.0,-0.19,-32.71,-29.33
2726,000935,四川双马,24.97,-1.42,-0.36,34872.0,87787546.68,2.05,25.48,24.96,25.38,25.33,0.68,0.46,48.71,2.45,19063105115.0,19063105115.0,-0.12,-0.12,-0.16,0.52
2727,002392,北京利尔,6.92,-1.42,-0.1,77013.0,53850302.0,2.28,7.07,6.91,7.02,7.02,0.71,0.67,17.76,1.43,8238196606.0,7915659170.0,0.0,0.0,-10.25,-7.49
2728,600571,信雅达,13.21,-1.42,-0.19,55447.0,74068226.0,2.76,13.56,13.19,13.43,13.4,0.86,1.21,205.56,5.14,6160064862.0,6046899997.0,0.08,0.08,-14.61,-16.81
2729,601798,蓝科高新,9.05,-1.42,-0.13,54490.0,49873575.0,2.61,9.28,9.04,9.14,9.18,0.65,1.54,72.24,2.53,3208480192.0,3208480192.0,-0.11,0.0,-0.66,2.03
2730,002757,南兴股份,19.98,-1.43,-0.29,71879.0,145059387.76,3.11,20.56,19.93,20.1,20.27,0.74,2.55,48.22,2.96,5903209142.0,5635437342.0,-0.05,0.2,24.25,2.62
2731,002728,特一药业,11.02,-1.43,-0.16,155606.0,173470901.84,2.33,11.27,11.01,11.14,11.18,0.9,4.69,69.26,3.11,5656674128.0,3657830162.0,0.0,-0.09,-1.78,1.57
2732,600797,浙大网新,8.94,-1.43,-0.13,197250.0,178438254.0,2.76,9.17,8.92,9.01,9.07,0.75,1.92,220.86,2.63,9186085748.0,9186085748.0,-0.11,0.11,-8.31,-9.79
2733,603896,寿仙谷,18.59,-1.43,-0.27,12613.0,23687632.0,2.55,19.03,18.55,18.75,18.86,0.98,0.64,36.21,1.64,3685354305.0,3685354305.0,0.05,0.05,-5.25,-4.08
2734,601216,君正集团,5.51,-1.43,-0.08,695960.0,387705763.0,3.4,5.7,5.51,5.58,5.59,0.75,0.82,12.46,1.61,46493475819.0,46493475819.0,0.0,0.0,14.08,14.32
2735,301591,肯特股份,41.26,-1.43,-0.6,15066.0,62686765.0,3.01,42.26,41.0,41.75,41.86,0.89,4.44,44.07,3.87,3470791200.0,1400724394.0,-0.27,-0.02,3.9,1.78
2736,688511,*ST天微,26.81,-1.43,-0.39,14014.0,38417471.0,4.67,28.08,26.81,27.77,27.2,1.21,1.36,80.77,3.26,2756849297.0,2756849297.0,-0.48,-0.48,10.56,-6.55
2737,300741,华宝股份,15.85,-1.43,-0.23,24782.0,39957272.0,3.61,16.41,15.83,16.09,16.08,0.71,0.4,116.48,1.44,9761698000.0,9761644903.0,0.06,0.06,-15.1,-14.69
2738,301258,富士莱,31.75,-1.43,-0.46,9614.0,30936343.0,2.73,32.62,31.74,31.94,32.21,0.77,1.08,29.74,1.52,2910522500.0,2827813750.0,-0.06,-0.16,-4.65,-2.31
2739,688092,爱科科技,28.35,-1.43,-0.41,9076.0,25899898.0,2.89,28.97,28.14,28.57,28.76,0.94,1.1,46.03,3.54,2343517029.0,2343517029.0,-0.04,0.18,15.34,12.77
2740,603703,盛洋科技,12.37,-1.43,-0.18,98990.0,123992377.0,3.27,12.75,12.34,12.49,12.55,0.78,2.39,539.61,6.2,5133328824.0,5133328824.0,0.08,0.16,-13.68,-15.16
2741,003021,兆威机电,96.0,-1.43,-1.39,32496.0,317055841.15,3.8,99.7,96.0,97.95,97.39,0.88,1.57,100.98,6.64,25678339200.0,19901208000.0,-0.04,-0.07,-19.48,-22.69
2742,002189,中光学,19.26,-1.43,-0.28,29422.0,57049744.95,2.0,19.64,19.25,19.55,19.54,0.54,1.13,-19.71,9.56,5030697998.0,5029940078.0,-0.16,-0.21,-15.53,-16.59
2743,603729,龙韵股份,17.25,-1.43,-0.25,24761.0,43396213.0,3.66,17.84,17.2,17.5,17.5,0.76,2.65,-18.56,5.27,1610080500.0,1610080500.0,0.0,0.17,6.61,7.21
2744,002095,生 意 宝,16.54,-1.43,-0.24,32311.0,54211361.09,2.86,17.0,16.52,16.66,16.78,0.81,1.28,-1116.58,4.72,4179988800.0,4163257184.0,0.0,-0.06,-8.72,-8.31
2745,300066,三川智慧,6.2,-1.43,-0.09,161959.0,101697221.72,2.7,6.37,6.2,6.3,6.29,0.79,1.61,33.61,2.47,6448206224.0,6236644158.0,-0.16,-0.16,-2.36,-0.48
2746,688420,美腾科技,24.17,-1.43,-0.35,8699.0,21352615.0,3.51,24.96,24.1,24.38,24.52,0.89,2.08,152.94,1.48,2137353100.0,1008831630.0,-0.29,-0.37,1.3,1.26
2747,003032,*ST传智,6.21,-1.43,-0.09,61350.0,38648140.0,3.02,6.4,6.21,6.29,6.3,1.47,2.22,-220.18,1.99,2499198975.0,1715325486.0,-0.16,-0.32,-1.43,-2.51
2748,000017,深中华A,6.9,-1.43,-0.1,64978.0,45496804.12,3.14,7.11,6.89,6.98,7.0,0.87,1.47,115.28,12.71,4755376038.0,3041671462.0,0.0,0.0,-15.65,-12.33
2749,300522,世名科技,10.95,-1.44,-0.16,30289.0,33541175.4,2.7,11.22,10.92,11.11,11.11,0.87,1.15,172.99,4.47,3530844002.0,2881006550.0,0.09,0.09,-13.85,-12.96
2750,300609,汇纳科技,33.65,-1.44,-0.49,23101.0,79228261.0,4.04,34.98,33.6,34.14,34.14,0.86,1.93,-84.66,4.06,4041849123.0,4035617816.0,-0.15,-0.15,-13.67,-12.76
2751,600231,凌钢股份,2.06,-1.44,-0.03,272282.0,56641400.0,3.83,2.12,2.04,2.09,2.09,0.87,0.96,-3.8,1.48,5911667902.0,5838167102.0,0.49,0.98,-2.37,-3.74
2752,301315,威士顿,47.8,-1.44,-0.7,8962.0,43522623.44,3.36,49.38,47.75,48.66,48.5,0.79,2.42,146.83,4.14,4206400000.0,1768600000.0,-0.04,-0.19,-16.32,-16.4
2753,603506,南都物业,12.34,-1.44,-0.18,19451.0,24310809.0,3.51,12.7,12.26,12.55,12.52,0.65,1.04,11.25,1.86,2317177793.0,2317177793.0,0.24,-0.08,-6.37,-5.51
2754,002076,*ST星光,2.06,-1.44,-0.03,402511.0,85811605.14,6.22,2.19,2.06,2.11,2.09,1.71,3.86,535.08,7.25,2284796451.0,2147084918.0,-0.48,0.0,-0.96,2.49
2755,002005,ST德豪,2.73,-1.44,-0.04,72498.0,19998746.0,2.53,2.8,2.73,2.79,2.77,0.6,0.41,39.8,12.96,4784119862.0,4782941321.0,-0.36,-0.36,9.2,10.08
2756,301290,东星医疗,26.62,-1.44,-0.39,15643.0,42579393.16,4.66,27.86,26.6,27.01,27.01,1.12,2.29,-37.59,1.25,2666614151.0,1814509708.0,-0.08,0.0,4.19,5.34
2757,920029,开发科技,81.2,-1.44,-1.19,2390.0,19540155.91,2.05,82.79,81.1,82.29,82.39,0.45,0.62,15.96,3.02,11277597360.0,3125117360.0,0.0,0.0,-12.55,-11.43
2758,600309,万华化学,79.45,-1.44,-1.16,186981.0,1496956751.0,2.46,81.2,79.22,80.71,80.61,0.59,0.6,19.85,2.3,248715970686.0,248715970686.0,-0.33,-0.11,3.57,3.61
2759,300459,汤姆猫,4.1,-1.44,-0.06,518735.0,215974079.67,2.88,4.22,4.1,4.16,4.16,0.87,1.58,-246.04,6.88,14414824850.0,13477493161.0,-0.24,-0.24,-8.28,-10.68
2760,002752,昇兴股份,6.16,-1.44,-0.09,112336.0,70052197.5,2.4,6.3,6.15,6.24,6.25,1.0,1.15,19.59,1.7,6017817763.0,6009245205.0,-0.16,-0.16,-23.1,-7.23
2761,603900,莱绅通灵,7.55,-1.44,-0.11,46959.0,35944842.0,3.52,7.79,7.52,7.7,7.66,0.7,1.37,28.11,1.31,2589376992.0,2580203742.0,-0.26,0.13,-15.07,-10.76
2762,603317,天味食品,12.28,-1.44,-0.18,42279.0,52441327.0,2.49,12.59,12.28,12.46,12.46,0.81,0.4,22.95,2.88,13074697670.0,13074697670.0,-0.16,-0.16,-2.62,-1.92
2763,000534,万泽股份,35.44,-1.45,-0.52,202575.0,725827530.07,5.37,36.96,35.03,36.8,35.96,0.79,4.05,79.7,11.53,18058399407.0,17718951543.0,-0.28,0.0,46.75,61.09
2764,300512,中亚股份,8.86,-1.45,-0.13,36035.0,32480568.5,3.56,9.17,8.85,8.97,8.99,0.79,1.11,59.67,2.22,3625843143.0,2869817801.0,-0.23,0.0,-17.89,-6.93
2765,603856,东宏股份,12.95,-1.45,-0.19,26452.0,34503638.0,3.04,13.27,12.87,13.13,13.14,0.74,0.94,15.74,1.35,3652625977.0,3652625977.0,0.23,0.15,1.09,3.85
2766,603609,禾丰股份,6.79,-1.45,-0.1,24641.0,16912046.0,2.61,6.96,6.78,6.89,6.89,0.55,0.27,35.82,0.96,6167296793.0,6167296793.0,0.0,-0.15,-4.37,-4.23
2767,603776,永安行,17.68,-1.45,-0.26,16413.0,29349764.0,2.68,18.13,17.65,17.96,17.94,0.78,0.58,-53.65,1.39,4963846913.0,4963846913.0,-0.06,-0.11,-2.37,-1.12
2768,601799,星宇股份,122.01,-1.45,-1.79,18625.0,228938106.0,2.62,125.15,121.91,123.8,123.8,0.67,0.65,21.46,3.06,34855745912.0,34855745912.0,-0.07,-0.06,-1.45,-1.1
2769,300452,山河药辅,14.96,-1.45,-0.22,53080.0,80286072.96,2.57,15.34,14.95,15.1,15.18,1.03,2.67,19.84,3.76,3507431750.0,2971503992.0,-0.07,-0.13,10.0,11.81
2770,600085,同仁堂,27.78,-1.45,-0.41,88390.0,247920291.0,2.45,28.38,27.69,28.06,28.19,1.15,0.64,32.03,2.79,38099443878.0,38099443878.0,-0.04,0.07,-12.78,-13.89
2771,600415,小商品城,12.94,-1.45,-0.19,293063.0,381948389.0,1.98,13.18,12.92,13.11,13.13,0.78,0.53,15.39,3.2,70957256384.0,70957256384.0,-0.08,0.0,-21.15,-18.87
2772,601901,方正证券,6.79,-1.45,-0.1,717034.0,491248998.0,2.32,6.94,6.78,6.88,6.89,1.37,0.87,14.08,1.1,55895968472.0,55895968472.0,-0.15,-0.15,-13.17,-12.84
2773,002169,智光电气,14.23,-1.45,-0.21,198811.0,287017400.91,3.88,14.73,14.17,14.45,14.44,0.75,2.62,-162.94,4.22,11137879258.0,10795930550.0,0.07,-0.07,37.09,22.99
2774,300892,品渥食品,27.21,-1.45,-0.4,16147.0,44920522.72,5.03,28.49,27.1,27.78,27.61,1.14,2.5,167.92,2.59,2721000000.0,1756745625.0,0.11,-0.11,-15.44,-10.41
2775,600895,张江高科,34.05,-1.45,-0.5,137128.0,473674691.0,3.33,35.19,34.04,34.55,34.55,0.92,0.89,53.48,3.86,52732879178.0,52732879178.0,-0.06,-0.09,-19.84,-22.44
2776,002075,沙钢股份,4.75,-1.45,-0.07,201634.0,96770333.8,2.7,4.87,4.74,4.85,4.82,0.82,0.92,33.82,1.58,10420670864.0,10420654120.0,0.0,-0.21,-17.1,-17.39
2777,000068,华控赛格,3.39,-1.45,-0.05,104146.0,35756592.9,3.2,3.48,3.37,3.44,3.44,0.56,1.03,-32.65,5.65,3412616263.0,3412616263.0,0.59,0.3,-2.02,0.3
2778,600918,中泰证券,6.07,-1.46,-0.09,193821.0,118712824.0,2.27,6.2,6.06,6.13,6.16,0.87,0.49,33.5,1.08,48064329846.0,23829893226.0,-0.33,-0.16,-8.72,-6.62
2779,002492,恒基达鑫,7.4,-1.46,-0.11,57222.0,42925844.0,3.6,7.63,7.36,7.46,7.51,0.64,1.44,42.57,1.73,2997000000.0,2943976965.0,0.41,0.41,-7.38,-15.33
2780,603391,力聚热能,65.6,-1.46,-0.97,8323.0,55345659.0,3.39,67.65,65.39,67.3,66.57,0.88,3.66,79.53,2.85,5969600000.0,1492400000.0,-0.41,-0.18,-5.19,0.2
2781,603334,丰倍生物,49.88,-1.46,-0.74,15556.0,77990679.0,3.22,51.23,49.6,50.5,50.62,0.67,5.01,45.77,6.13,7157780000.0,1548954965.0,-0.04,0.08,17.86,19.33
2782,002700,万憬能源,6.76,-1.46,-0.1,51736.0,35322345.0,2.92,6.92,6.72,6.86,6.86,0.71,1.96,33.05,2.04,2796126531.0,1781022548.0,0.0,0.45,-1.17,0.75
2783,002666,德联集团,5.39,-1.46,-0.08,97504.0,53421911.0,3.29,5.57,5.39,5.47,5.47,0.76,1.95,39.8,1.18,4247316232.0,2698601603.0,-0.19,-0.19,-1.82,-2.18
2784,300460,ST惠伦,8.75,-1.46,-0.13,39984.0,35669074.4,4.05,9.08,8.72,8.9,8.88,0.81,1.42,-24.21,4.4,2457037196.0,2457037196.0,0.11,-0.34,7.89,14.08
2785,600346,恒力石化,21.65,-1.46,-0.32,268333.0,582768559.0,3.14,22.12,21.43,21.93,21.97,0.76,0.38,22.76,2.36,152396510367.0,152396510367.0,0.0,0.09,4.39,-3.91
2786,920974,凯大催化,7.4,-1.46,-0.11,17698.0,13243191.28,2.4,7.58,7.4,7.49,7.51,0.92,1.38,47.02,1.9,1212120000.0,950543276.0,-0.4,-0.13,-10.74,-6.21
2787,301149,隆华新材,11.46,-1.46,-0.17,82394.0,95069283.58,2.84,11.74,11.41,11.63,11.63,1.03,3.15,36.82,2.41,4927800206.0,2993681062.0,0.0,0.09,7.91,7.71
2788,603998,方盛制药,10.81,-1.46,-0.16,95803.0,103560827.0,3.83,11.08,10.66,10.93,10.97,1.18,2.18,13.27,2.84,4746469502.0,4746469502.0,0.0,0.0,-4.59,-2.52
2789,000807,云铝股份,31.0,-1.46,-0.46,648463.0,2010356869.38,3.59,31.68,30.55,31.0,31.46,1.02,1.87,17.76,3.36,107506679555.0,107505554131.0,-0.29,-0.39,4.66,-5.6
2790,600697,欧亚集团,12.06,-1.47,-0.18,30728.0,37572546.0,3.43,12.45,12.03,12.24,12.24,0.75,1.98,80.87,0.84,1918602185.0,1873834741.0,0.08,0.08,-13.92,-8.57
2791,600160,巨化股份,34.15,-1.47,-0.51,155181.0,534098102.0,2.8,34.97,34.0,34.61,34.66,0.84,0.57,21.29,4.51,92196328666.0,92196328666.0,-0.2,0.12,-10.23,-10.7
2792,300380,安硕信息,34.83,-1.47,-0.52,18126.0,64239290.24,3.99,36.1,34.69,35.2,35.35,0.9,1.42,275.46,12.46,4821832112.0,4436141863.0,0.11,0.29,-16.99,-15.81
2793,600255,鑫科材料,3.35,-1.47,-0.05,361243.0,122269884.0,2.94,3.44,3.34,3.4,3.4,0.85,2.0,195.87,4.15,6050592299.0,6050592299.0,0.0,-0.3,-15.83,-12.99
2794,600538,国发股份,6.7,-1.47,-0.1,150533.0,101453143.0,2.5,6.85,6.68,6.81,6.8,0.68,2.87,-683.94,4.55,3512128932.0,3512128932.0,0.3,0.3,5.51,9.48
2795,002425,凯撒文化,3.35,-1.47,-0.05,97743.0,33191270.0,3.53,3.46,3.34,3.42,3.4,0.69,1.02,-22.33,1.11,3204827971.0,3202804008.0,0.0,0.0,-9.46,-5.37
2796,600526,菲达环保,5.38,-1.47,-0.08,76044.0,41402670.0,2.56,5.51,5.37,5.48,5.46,0.62,0.87,17.6,1.07,4781221279.0,4696778413.0,-0.37,-0.37,0.56,0.37
2797,605577,龙版传媒,12.7,-1.47,-0.19,24187.0,31117469.0,3.41,13.11,12.67,12.89,12.89,0.73,0.54,14.39,1.42,5644444452.0,5644444452.0,0.08,0.0,-0.94,-2.83
2798,301096,百诚医药,50.84,-1.47,-0.76,17240.0,88521335.62,2.93,52.17,50.66,51.58,51.6,0.94,2.08,680.07,2.15,5553165959.0,4208900180.0,0.0,0.18,-5.66,-11.03
2799,603383,顶点软件,28.65,-1.48,-0.43,28052.0,81266828.0,3.34,29.5,28.53,29.18,29.08,1.11,1.37,42.73,4.03,5884110040.0,5884032685.0,0.03,0.17,-21.89,-20.66
2800,000820,*ST节能,3.32,-1.48,-0.05,36766.0,12288359.54,2.97,3.41,3.31,3.38,3.37,0.81,1.24,-192.32,14.42,2146563194.0,985930032.0,-0.3,0.0,-0.3,-2.06
2801,003029,吉大正元,21.26,-1.48,-0.32,18480.0,39757466.74,2.92,21.83,21.2,21.7,21.58,0.72,1.07,-41.94,3.81,4116366026.0,3683018216.0,0.0,0.05,-21.55,-18.79
2802,300106,西部牧业,9.96,-1.48,-0.15,57026.0,57790169.0,4.06,10.32,9.91,10.18,10.11,0.91,2.7,-43.06,5.46,2104869808.0,2104869808.0,0.2,0.2,-12.25,-7.35
2803,300859,西域旅游,32.56,-1.48,-0.49,33977.0,112367339.1,3.66,33.69,32.48,32.9,33.05,0.79,2.19,67.58,6.46,5046800000.0,5046800000.0,0.03,0.18,-13.82,-11.93
2804,002363,隆基机械,7.97,-1.48,-0.12,68591.0,55403879.0,2.97,8.19,7.95,8.06,8.09,0.97,1.65,60.11,1.56,3322655549.0,3313592591.0,-0.13,0.0,-22.7,-21.09
2805,000301,东方盛虹,10.65,-1.48,-0.16,147222.0,158229457.7,3.52,10.99,10.61,10.81,10.81,0.63,0.22,417.74,2.11,70409602876.0,70381118684.0,-0.37,-0.37,2.4,-2.2
2806,603339,四方科技,12.68,-1.48,-0.19,20088.0,25717936.0,2.18,12.95,12.67,12.89,12.87,0.67,0.65,28.46,1.51,3923714099.0,3923714099.0,0.08,0.0,-4.23,-1.17
2807,603797,联泰环保,4.64,-1.49,-0.07,77517.0,36491524.0,3.61,4.79,4.62,4.74,4.71,0.91,1.34,17.65,0.82,2675448082.0,2675448082.0,-0.22,0.0,-4.33,-0.64
2808,600202,哈空调,5.97,-1.49,-0.09,92818.0,56226072.0,4.95,6.18,5.88,6.06,6.06,0.9,2.42,-72.05,2.83,2288543812.0,2288543812.0,0.0,0.34,-0.17,1.7
2809,300740,水羊股份,20.46,-1.49,-0.31,59319.0,122857398.06,2.89,21.03,20.43,20.82,20.77,0.78,1.65,44.07,3.85,7984548779.0,7349729117.0,0.05,-0.1,-6.79,-14.18
2810,002530,金财互联,8.57,-1.49,-0.13,105822.0,91932698.98,2.64,8.79,8.56,8.68,8.7,0.77,1.52,102.96,5.01,6677728360.0,5957206972.0,-0.12,0.0,-16.47,-20.5
2811,688101,三达膜,15.84,-1.49,-0.24,20698.0,32957165.0,2.67,16.21,15.78,16.01,16.08,1.0,0.62,13.93,1.19,5259071125.0,5259071125.0,-0.19,-0.06,-4.98,-3.65
2812,688225,亚信安全,16.53,-1.49,-0.25,24171.0,40705611.0,4.29,17.21,16.49,16.63,16.78,0.98,0.6,-14.96,3.71,6612165300.0,6612165300.0,0.12,0.12,-9.42,-14.79
2813,301191,菲菱科思,126.0,-1.49,-1.91,34946.0,439590669.95,6.19,130.03,122.11,127.27,127.91,0.61,6.69,140.32,5.26,8737092000.0,6576996258.0,0.0,0.07,13.03,17.19
2814,300399,天利科技,20.47,-1.49,-0.31,31730.0,66242703.0,4.38,21.32,20.41,20.9,20.78,0.81,1.61,521.37,7.88,4044872000.0,4044477441.0,0.05,0.29,-21.0,-19.25
2815,688433,华曙高科,75.18,-1.49,-1.14,41806.0,320229965.0,6.05,78.62,74.0,76.52,76.32,1.17,2.07,451.23,15.05,31137210384.0,15194202778.0,-0.12,-0.44,21.55,13.62
2816,301269,华大九天,81.12,-1.49,-1.23,25093.0,206312841.59,2.85,83.45,81.1,82.02,82.35,0.86,0.46,3662.63,8.52,44245898761.0,44245898761.0,-0.23,-0.18,-24.93,-23.71
2817,300244,迪安诊断,18.46,-1.49,-0.28,178576.0,335582926.62,3.74,19.16,18.46,18.64,18.74,0.79,3.56,152.59,1.78,11537120389.0,9256934266.0,-0.22,-0.22,16.69,16.47
2818,300765,新诺威,31.76,-1.49,-0.48,113456.0,366742230.65,4.96,33.1,31.5,32.28,32.24,0.77,0.81,-185.01,16.72,44609871901.0,44609871901.0,0.57,0.41,-19.72,-11.95
2819,002374,中锐股份,3.28,-1.5,-0.05,204828.0,68350618.0,3.9,3.4,3.27,3.39,3.33,1.13,1.89,-28.27,4.22,3559486448.0,3559486448.0,-0.3,-0.3,-14.58,-8.89
